List's Code,Word's Code,Spoken,1st Letter,Diacrtics,2nd Letter,Last Letter or Diacritics,1st Letter Code,Diacritics,2nd Letter Code,Last Letter Code or Diacritics,Last Code,Category,Syllable Code,Acronym/English,Acronym/Arabic,Syllable Description (Arabic),Syllable Description (English),Syllable Type,Commonness Score (Max. 5),Difficulty Score (Max. 5),Type of Word,Type of Word Code,Audio Clips' Links
L07,0315,____,_,_,_,_,9,____,1,18, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.23,5.00,___ ___,3.1,L07-315.mp3
L07,0316,_____,_,_,_,_,2,____,29,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L07-316.mp3
L07,0317,_____,_,_,_,_,2,____,25,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.32,___,2,L07-317.mp3
L07,0318,_____,_,_,_,_,5,____,23,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L07-318.mp3
L07,0319,_____,_,_,_,_,25,____,2,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.41,5.00,___,2,L07-319.mp3
L07,0320,____,_,_,_,,10,____,28,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.00,3.64,___,2,L07-320.mp3
L07,0321,_____,_,_,_,_,3,____,6,3,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.77,___,2,L07-321.mp3
L07,0322,_____,_,_,_,_,4,____,23,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,0.95,4.77,___,2,L07-322.mp3
L07,0323,____,_,_,_,_,6,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L07-323.mp3
L07,0324,____,_,_,_,_,7,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.55,4.32,___ ___,3.1,L07-324.mp3
L07,0325,____,_,_,_,_,9,____,1,21, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.18,5.00,___ ___,3.1,L07-325.mp3
L07,0326,_____,_,_,_,_,10,____,24,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L07-326.mp3
L07,0327,_____,_,_,_,_,10,____,16,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L07-327.mp3
L07,0328,_____,_,_,_,_,10,____,24,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L07-328.mp3
L07,0329,_____,_,_,_,_,10,____,27,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.82,5.00,___,2,L07-329.mp3
L07,0330,_____,_,_,_,_,12,____,18,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.77,___,2,L07-330.mp3
L07,0331,_____,_,_,_,_,12,____,26,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.77,___,2,L07-331.mp3
L07,0332,_____,_,_,_,_,27,____,12,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.55,5.00,___,2,L07-332.mp3
L07,0333,_____,_,_,_,_,24,____,13,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L07-333.mp3
L07,0334,_____,_,_,_,_,14,____,28,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L07-334.mp3
L07,0335,_____,_,_,_,_,15,____,28,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L07-335.mp3
L07,0336,_____,_,_,_,_,22,____,26,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L07-336.mp3
L07,0337,____,_,_,_,_,18,____,1,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.27,2.95,___ ___,3.1,L07-337.mp3
L07,0338,_____,_,_,_,_,18,____,27,25,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,5.00,___,2,L07-338.mp3
L07,0339,_____,_,_,_,_,23,____,6,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.59,4.77,___,2,L07-339.mp3
L07,0340,_____,_,_,_,_,25,____,21,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,3.41,___,2,L07-340.mp3
L07,0341,_____,_,_,_,_,21,____,24,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.41,4.77,___,2,L07-341.mp3
L07,0342,_____,_,_,_,_,24,____,23,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L07-342.mp3
L07,0343,_____,_,_,_,_,2,____,10,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L07-343.mp3
L07,0344,_____,_,_,_,_,24,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,5.00,___,2,L07-344.mp3
L07,0345,_____,_,_,_,_,24,____,11,5,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L07-345.mp3
L07,0346,____,_,_,_,_,2,____,1,15, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.36,4.55,___ ___,3.1,L07-346.mp3
L07,0347,_____,_,_,_,_,7,____,15,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,5.00,___,2,L07-347.mp3
L07,0348,_____,_,_,_,_,5,____,10,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L07-348.mp3
L07,0349,_____,_,_,_,_,26,____,11,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.59,4.77,___,2,L07-349.mp3
L07,0350,_____,_,_,_,_,16,____,27,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.05,5.00,___,2,L07-350.mp3
L08,0351,____,_,_,_,_,2,____,21,21, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.32,3.86,___,2,L08-0351.mp3
L08,0352,____,_,_,_,_,24,____,12,12, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.36,5.00,___ ___,3.1,L08-0352.mp3
L08,0353,_____,_,_,_,_,14,____,7,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L08-0353.mp3
L08,0354,____,_,_,_,,26,____,2,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.95,4.09,___ ___,3.2,L08-0354.mp3
L08,0355,____,_,_,_,_,21,____,13,13, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.64,5.00,___,2,L08-0355.mp3
L08,0356,____,_,_,_,,7,____,9,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.09,5.00,___ ___,3.2,L08-0356.mp3
L08,0357,____,_,_,_,_,6,____,5,5, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.05,4.55,___,2,L08-0357.mp3
L08,0358,____,_,_,_,_,28,____,24,24, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.18,4.77,___,2,L08-0358.mp3
L08,0359,____,_,_,_,_,10,____,2,2, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.00,4.77,___,2,L08-0359.mp3
L08,0360,____,_,_,_,_,9,____,10,10, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.59,3.86,___,2,L08-0360.mp3
L08,0361,_____,_,_,_,_,12,____,2,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L08-0361.mp3
L08,0362,_____,_,_,_,_,21,____,11,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,4.77,___,2,L08-0362.mp3
L08,0363,_____,_,_,_,_,29,____,23,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L08-0363.mp3
L08,0364,_____,_,_,_,_,2,____,8,32,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L08-0364.mp3
L08,0365,_____,_,_,_,_,2,____,28,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L08-0365.mp3
L08,0366,_____,_,_,_,_,4,____,21,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L08-0366.mp3
L08,0367,_____,_,_,_,_,2,____,19,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L08-0367.mp3
L08,0368,_____,_,_,_,_,5,____,26,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L08-0368.mp3
L08,0369,_____,_,_,_,_,7,____,23,20,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L08-0369.mp3
L08,0370,_____,_,_,_,_,3,____,23,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L08-0370.mp3
L08,0371,_____,_,_,_,_,3,____,10,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L08-0371.mp3
L08,0372,_____,_,_,_,_,6,____,27,15,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L08-0372.mp3
L08,0373,_____,_,_,_,_,8,____,27,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,4.55,___,2,L08-0373.mp3
L08,0374,_____,_,_,_,_,24,____,4,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L08-0374.mp3
L08,0375,_____,_,_,_,_,6,____,23,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.09,___,2,L08-0375.mp3
L08,0376,_____,_,_,_,_,18,____,20,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,4.77,___,2,L08-0376.mp3
L08,0377,_____,_,_,_,_,10,____,26,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,4.09,___,2,L08-0377.mp3
L08,0378,____,_,_,_,_,11,____,1,19, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.64,4.55,___ ___,3.1,L08-0378.mp3
L08,0379,_____,_,_,_,_,12,____,18,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L08-0379.mp3
L08,0380,_____,_,_,_,_,12,____,18,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L08-0380.mp3
L08,0381,_____,_,_,_,_,24,____,14,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L08-0381.mp3
L08,0382,_____,_,_,_,_,18,____,12,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,4.77,___,2,L08-0382.mp3
L08,0383,_____,_,_,_,_,15,____,25,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L08-0383.mp3
L08,0384,_____,_,_,_,_,23,____,28,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,4.55,___,2,L08-0384.mp3
L08,0385,_____,_,_,_,_,12,____,5,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,5.00,___,2,L08-0385.mp3
L08,0386,_____,_,_,_,_,20,____,29,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,4.77,___,2,L08-0386.mp3
L08,0387,_____,_,_,_,_,20,____,21,26,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L08-0387.mp3
L08,0388,_____,_,_,_,_,22,____,20,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.36,5.00,___,2,L08-0388.mp3
L08,0389,_____,_,_,_,_,22,____,27,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.82,3.41,___,2,L08-0389.mp3
L08,0390,_____,_,_,_,_,23,____,27,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L08-0390.mp3
L08,0391,____,_,_,_,_,25,____,27,6, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L08-0391.mp3
L08,0392,_____,_,_,_,_,24,____,25,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L08-0392.mp3
L08,0393,_____,_,_,_,_,25,____,26,27,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.50,5.00,___,2,L08-0393.mp3
L08,0394,_____,_,_,_,_,25,____,26,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L08-0394.mp3
L08,0395,_____,_,_,_,_,25,____,26,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L08-0395.mp3
L08,0396,____,_,_,_,_,27,____,1,27, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.41,5.00,___,1,L08-0396.mp3
L08,0397,_____,_,_,_,_,27,____,29,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.95,5.00,___,2,L08-0397.mp3
L08,0398,_____,_,_,_,_,25,____,12,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L08-0398.mp3
L08,0399,_____,_,_,_,_,4,____,25,28,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.59,5.00,___,2,L08-0399.mp3
L08,0400,_____,_,_,_,_,21,____,27,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.14,5.00,___,2,L08-0400.mp3
L09,0401,____,_,_,_,_,29,____,24,24, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L09-0401.mp3
L09,0402,____,_,_,_,_,27,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.55,5.00,___,2,L09-0402.mp3
L09,0403,____,_,_,_,_,11,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.77,4.00,___ ___,3.1,L09-0403.mp3
L09,0404,____,_,_,_,_,12,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.05,4.00,___,2,L09-0404.mp3
L09,0405,____,_,_,_,_,2,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.32,5.00,___,2,L09-0405.mp3
L09,0406,____,_,_,_,_,2,____,16,16, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L09-0406.mp3
L09,0407,____,_,_,_,_,18,____,21,21, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.50,5.00,___ ___,3.1,L09-0407.mp3
L09,0408,____,_,_,_,_,8,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.68,4.50,___ ___,3.1,L09-0408.mp3
L09,0409,____,_,_,_,,12,____,24,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.82,4.75,___ ___,3.2,L09-0409.mp3
L09,0410,_____,_,_,_,_,26,____,24,11, ,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,4.75,___,2,L09-0410.mp3
L09,0411,____,_,_,_,_,13,____,9,9, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,2.00,4.50,___ ___,3.1,L09-0411.mp3
L09,0412,____,_,_,_,_,7,____,1,15, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.77,4.75,___ ___,3.1,L09-0412.mp3
L09,0413,_____,_,_,_,_,18,____,8,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,4.50,___,2,L09-0413.mp3
L09,0414,_____,_,_,_,_,15,____,19,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L09-0414.mp3
L09,0415,_____,_,_,_,_,20,____,23,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.41,5.00,___,2,L09-0415.mp3
L09,0416,_____,_,_,_,_,12,____,10,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,4.75,___,2,L09-0416.mp3
L09,0417,_____,_,_,_,_,10,____,11,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L09-0417.mp3
L09,0418,_____,_,_,_,_,21,____,12,16,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.00,4.75,___,2,L09-0418.mp3
L09,0419,_____,_,_,_,_,7,____,3,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.64,5.00,___,2,L09-0419.mp3
L09,0420,_____,_,_,_,_,14,____,24,19,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,4.00,___,2,L09-0420.mp3
L09,0421,____,_,_,_,_,1,____,8,18,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.77,4.50,___ ___,3.2,L09-0421.mp3
L09,0422,_____,_,_,_,_,6,____,8,12,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.09,3.50,___,2,L09-0422.mp3
L09,0423,_____,_,_,_,_,2,____,7,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.05,5.00,___,2,L09-0423.mp3
L09,0424,_____,_,_,_,_,20,____,10,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.82,4.75,___,2,L09-0424.mp3
L09,0425,_____,_,_,_,_,23,____,18,21,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.68,5.00,___,2,L09-0425.mp3
L09,0426,____,_,_,_,_,18,____,28,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.55,4.75,___,2,L09-0426.mp3
L09,0427,_____,_,_,_,_,6,____,10,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.33,4.75,___,2,L09-0427.mp3
L09,0428,____,_,_,_,_,18,____,1,5, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.14,4.50,___,2,L09-0428.mp3
L09,0429,_____,_,_,_,_,21,____,28,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.50,___,2,L09-0429.mp3
L09,0430,_____,_,_,_,_,13,____,10,22,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L09-0430.mp3
L09,0431,_____,_,_,_,_,25,____,20,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.05,4.75,___,2,L09-0431.mp3
L09,0432,____,_,_,_,_,9,____,1,3, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___,2,L09-0432.mp3
L09,0433,_____,_,_,_,_,27,____,10,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L09-0433.mp3
L09,0434,_____,_,_,_,_,14,____,10,6,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.33,4.50,___,2,L09-0434.mp3
L09,0435,_____,_,_,_,_,6,____,10,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.23,5.00,___,2,L09-0435.mp3
L09,0436,_____,_,_,_,_,10,____,12,19,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.27,4.50,___,2,L09-0436.mp3
L09,0437,____,_,_,_,_,9,____,1,23, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,2.09,4.75,___,1,L09-0437.mp3
L09,0438,_____,_,_,_,_,19,____,28,4,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.64,5.00,___,2,L09-0438.mp3
L09,0439,_____,_,_,_,_,10,____,6,2,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.77,5.00,___,2,L09-0439.mp3
L09,0440,____,_,_,_,_,5,____,1,20, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.18,5.00,___,2,L09-0440.mp3
L09,0441,____,_,_,_,_,2,____,1,3, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___ ___,3.1,L09-0441.mp3
L09,0442,_____,_,_,_,_,2,____,8,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.25,___,2,L09-0442.mp3
L09,0443,_____,_,_,_,_,25,____,21,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.86,5.00,___,2,L09-0443.mp3
L09,0444,____,_,_,_,_,14,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,4.75,___ ___,3.1,L09-0444.mp3
L09,0445,_____,_,_,_,_,5,____,27,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.64,5.00,___,2,L09-0445.mp3
L09,0446,____,_,_,_,_,4,____,1,25, ,3++,3,CVVC,_ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.91,4.00,___,2,L09-0446.mp3
L09,0447,____,_,_,_,_,6,____,28,25, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.32,4.50,___,2,L09-0447.mp3
L09,0448,____,_,_,_,_,25,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.00,5.00,___,2,L09-0448.mp3
L09,0449,____,_,_,_,_,2,____,1,18, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,4.75,___ ___,3.1,L09-0449.mp3
L09,0450,_____,_,_,_,_,26,____,8,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L09-0450.mp3
L10,0451,____,_,_,_,_,24,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.32,5.00,___,2,L10-0451.mp3
L10,0452,_____,_,_,_,_,5,____,12,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,4.17,___,2,L10-0452.mp3
L10,0453,____,_,_,_,_,5,____,10,10, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.23,4.00,___ ___,3.1,L10-0453.mp3
L10,0454,____,_,_,_,_,7,____,23,23, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.86,5.00,___,2,L10-0454.mp3
L10,0455,____,_,_,_,_,18,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.14,3.75,___,2,L10-0455.mp3
L10,0456,____,_,_,_,,29,____,25,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.09,4.75,___,1,L10-0456.mp3
L10,0457,____,_,_,_,_,26,____,8,8, ,2+,2,CVCC, _ _ _ _,____ __ _____,Too long,Mono,1.50,3.75,___ ___,3.1,L10-0457.mp3
L10,0458,____,_,_,_,,19,____,8,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.14,4.25,___,2,L10-0458.mp3
L10,0459,____,_,_,_,,31,____,25,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,1.14,4.25,___,1,L10-0459.mp3
L10,0460,____,_,_,_,,14,____,26,, ,2,1,CVC, _ _ _,____ ____ __ ____ _____ ,Long/closed with short vowel,Mono,2.45,3.50,___ ___,3.2,L10-0460.mp3
L10,0461,_____,_,_,_,_,15,____,1,10, ,3++,3,CVVCC,_ _ _ _ _,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.09,4.75,___,2,L10-0461.mp3
L10,0462,_____,_,_,_,_,13,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L10-0462.mp3
L10,0463,____,_,_,_,_,11,____,1,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.18,4.75,___ ___,3.1,L10-0463.mp3
L10,0464,_____,_,_,_,_,21,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L10-0464.mp3
L10,0465,_____,_,_,_,_,20,____,10,11,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L10-0465.mp3
L10,0466,_____,_,_,_,_,7,____,14,24,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,5.00,___,2,L10-0466.mp3
L10,0467,_____,_,_,_,_,20,____,3,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,2.36,5.00,___,2,L10-0467.mp3
L10,0468,_____,_,_,_,_,25,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.18,5.00,___,2,L10-0468.mp3
L10,0469,_____,_,_,_,_,20,____,26,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.09,5.00,___,2,L10-0469.mp3
L10,0470,_____,_,_,_,_,24,____,26,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.45,5.00,___,2,L10-0470.mp3
L10,0471,_____,_,_,_,_,20,____,21,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.00,5.00,___,2,L10-0471.mp3
L10,0472,_____,_,_,_,_,23,____,6,8,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.77,5.00,___,2,L10-0472.mp3
L10,0473,_____,_,_,_,_,20,____,5,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,4.75,___,2,L10-0473.mp3
L10,0474,_____,_,_,_,_,7,____,28,23,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.27,4.75,___,2,L10-0474.mp3
L10,0475,____,_,_,_,_,18,____,1,8, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.14,5.00,___ ___,3.1,L10-0475.mp3
L10,0476,_____,_,_,_,_,14,____,26,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.59,5.00,___,2,L10-0476.mp3
L10,0477,____,_,_,_,_,12,____,27,10, ,3+,3,CVVC,_ _ _ _ ,____ ____ __ ____ _____,Long/closed with long vowel,Mono,1.27,5.00,___,2,L10-0477.mp3
L10,0478,_____,_,_,_,_,12,____,28,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.50,5.00,___,2,L10-0478.mp3
L10,0479,_____,_,_,_,_,27,____,3,10,,3,2,CVCC,_ _ _ _,____ __ _____,Too long,Mono,1.36,4.75,___,2,L10-0479.mp3
